Sample,X(ms) [19.02.2012 01:47:57 362 UTC],"Signals_DB.Heater_Tout","Signals_DB.Heater_Tout_SP","Signals_DB.Heater_Flow_SP","Signals_DB.Heater_Flow","Signals_DB.Heater_PWR"
181,1329616131663.260040,25.1000003814697,20,11.8736248016357,6.26000022888184,40
182,1329616131962.986480,25.1000003814697,20,11.8925790786743,6.11999988555908,40
183,1329616132262.957800,25,20,11.9106855392456,6.21000003814697,40
184,1329616132563.282360,25,20,11.7141170501709,6.46999979019165,40
185,1329616132862.968600,25,20,11.8399715423584,6.69000005722046,40
186,1329616133162.982100,25,20,11.9029026031494,6.6399998664856,40
187,1329616133463.295560,24.8999996185303,20,11.9393320083618,6.40999984741211,40
188,1329616133762.968020,24.8999996185303,20,11.821722984314,6.19000005722046,40
189,1329616134063.275220,24.7999992370605,20,11.8430156707764,6.09999990463257,40
190,1329616134363.282740,24.7999992370605,20,11.7850675582886,6.23999977111816,40
191,1329616134662.982140,24.7999992370605,20,11.8312835693359,6.48999977111816,40
192,1329616134962.959740,24.7999992370605,20,11.9265213012695,6.67999982833862,40
193,1329616135263.307660,24.7999992370605,20,11.9761571884155,6.65000009536743,40
194,1329616135562.992760,24.7999992370605,20,12.0065898895264,6.46999979019165,40
195,1329616135863.310240,24.7999992370605,20,12.0289421081543,6.30000019073486,40
196,1329616136163.315960,24.7000007629395,20,11.9764556884766,6.21999979019165,40
197,1329616136462.979600,24.7000007629395,20,11.8871603012085,6.34999990463257,40
198,1329616136762.998600,24.7000007629395,20,11.9913635253906,6.55000019073486,40
199,1329616137063.272360,24.7000007629395,20,12.0445766448975,6.69000005722046,40
200,1329616137363.265640,24.6000003814697,20,12.0048704147339,6.69000005722046,40
201,1329616137662.994860,24.6000003814697,20,11.9207763671875,6.51999998092651,40
202,1329616137962.993220,24.6000003814697,20,12.026969909668,6.30999994277954,40
203,1329616138263.261600,24.5,20,12.0808219909668,6.17999982833862,40
204,1329616138562.978380,24.5,20,11.898307800293,6.28999996185303,40
205,1329616138862.998720,24.5,20,12.029091835022,6.53000020980835,40
206,1329616139163.281780,24.5,20,12.0931024551392,6.73000001907349,40
207,1329616139462.958680,24.3999996185303,20,12.0575551986694,6.73999977111816,40
208,1329616139762.975080,24.2999992370605,20,11.9748029708862,6.55999994277954,40
209,1329616140062.984800,24.2999992370605,20,11.8668327331543,6.32000017166138,40
210,1329616140362.991720,24.2999992370605,20,12.0286159515381,6.15999984741211,40
211,1329616140662.992220,24.2000007629395,20,12.0338468551636,6.17999982833862,40
212,1329616140962.962440,24.2000007629395,20,11.967866897583,6.46999979019165,40
213,1329616141263.267580,24.2000007629395,20,12.0808906555176,6.75,40
214,1329616141562.979020,24.2000007629395,20,12.1368293762207,6.82999992370605,40
215,1329616141863.274400,24.2000007629395,20,12.1687250137329,6.65000009536743,40
216,1329616142162.935360,24.2000007629395,20,12.1904993057251,6.40999984741211,40
217,1329616142462.966940,24.2000007629395,20,12.2080078125,6.26999998092651,40
218,1329616142762.957760,24.2000007629395,20,12.2237272262573,6.3899998664856,40
219,1329616143063.298060,24.2000007629395,20,12.2386856079102,6.65999984741211,40
220,1329616143362.992800,24.2000007629395,20,12.2533283233643,6.94000005722046,40
221,1329616143662.970940,24.2000007629395,20,12.2678356170654,7,40
222,1329616143962.932440,24.1000003814697,20,12.2108392715454,6.76000022888184,40
223,1329616144262.958100,24,20,12.1184711456299,6.44999980926514,40
224,1329616144562.930580,24,20,12.0058536529541,6.21000003814697,40
225,1329616144862.951740,23.8999996185303,20,12.093638420105,6.19000005722046,40
226,1329616145162.976120,23.8999996185303,20,12.0618276596069,6.44000005722046,40
227,1329616145462.968280,23.7999992370605,20,12.1172075271606,6.73000001907349,40
228,1329616145762.974560,23.7999992370605,20,12.0715494155884,6.90999984741211,40
229,1329616146062.934020,23.7999992370605,20,12.1923456192017,6.76999998092651,40
230,1329616146362.966620,23.7999992370605,20,12.2507581710815,6.48000001907349,40
231,1329616146662.945960,23.7999992370605,20,12.2829036712646,6.25,40
232,1329616146962.937800,23.8999996185303,20,12.3039875030518,6.32000017166138,40
233,1329616147262.933520,23.8999996185303,20,12.4633083343506,6.67999982833862,40
234,1329616147562.968600,23.8999996185303,20,12.4770412445068,7.03999996185303,40
235,1329616147862.953000,23.8999996185303,20,12.4243402481079,7.21999979019165,40
236,1329616148162.948020,23.8999996185303,20,12.4098920822144,6.98999977111816,40
237,1329616148462.942700,23.8999996185303,20,12.4115562438965,6.55000019073486,40
238,1329616148762.941220,24,20,12.4200019836426,6.21999979019165,40
239,1329616149063.287160,24,20,12.5741968154907,6.32000017166138,40
240,1329616149362.951600,23.8999996185303,20,12.585976600647,6.76000022888184,40
241,1329616149662.977660,23.8999996185303,20,12.3897638320923,7.21999979019165,40
242,1329616149963.000180,23.8999996185303,20,12.3759708404541,7.26999998092651,40
243,1329616150262.982520,23.7999992370605,20,12.4441480636597,6.84999990463257,40
244,1329616150563.275300,23.7999992370605,20,12.2662706375122,6.30000019073486,40
245,1329616150862.958260,23.7000007629395,20,12.3261842727661,6.01999998092651,40
246,1329616151162.988080,23.7000007629395,20,12.2822418212891,6.26999998092651,40
247,1329616151463.272300,23.7000007629395,20,12.4035511016846,6.82000017166138,40
248,1329616151762.972040,23.7000007629395,20,12.461986541748,7.23999977111816,40
249,1329616152062.996140,23.7000007629395,20,12.4939374923706,7.17999982833862,40
250,1329616152362.982460,23.7000007629395,20,12.5147438049316,6.75,40
251,1329616152663.268160,23.7000007629395,20,12.5308532714844,6.3600001335144,40
252,1329616152963.308480,23.7000007629395,20,12.5449876785278,6.28999996185303,40
253,1329616153262.978400,23.7000007629395,20,12.5582876205444,6.65000009536743,40
254,1329616153562.978520,23.7000007629395,20,12.5712366104126,7.15000009536743,40
255,1329616153862.980880,23.7000007629395,20,12.5840396881104,7.38000011444092,40
256,1329616154163.306320,23.7000007629395,20,12.5967798233032,7.1399998664856,40
257,1329616154463.273280,23.7000007629395,20,12.6094923019409,6.63000011444092,40
258,1329616154763.345340,23.7000007629395,20,12.6221952438354,6.26000022888184,40
259,1329616155063.303540,23.7000007629395,20,12.6348934173584,6.34999990463257,40
260,1329616155362.972880,23.7000007629395,20,12.6475925445557,6.8899998664856,40
261,1329616155662.988960,23.6000003814697,20,12.5888376235962,7.44000005722046,40
262,1329616155962.975280,23.6000003814697,20,12.4947366714478,7.48999977111816,40
263,1329616156263.281440,23.6000003814697,20,12.5947275161743,7.01000022888184,40
264,1329616156562.968900,23.6000003814697,20,12.6439828872681,6.40000009536743,40
265,1329616156863.267440,23.6000003814697,20,12.6718759536743,6.17000007629395,40
266,1329616157163.276780,23.6000003814697,20,12.6907691955566,6.63000011444092,40
267,1329616157462.999980,23.6000003814697,20,12.7058782577515,7.30000019073486,40
268,1329616157762.978340,23.5,20,12.7193908691406,7.59999990463257,40
269,1329616158063.335380,23.3999996185303,20,12.5179042816162,7.26999998092651,40
270,1329616158362.986480,23.2999992370605,20,12.4958257675171,6.65999984741211,40
271,1329616158662.959500,23.2999992370605,20,12.4114904403687,6.11999988555908,40
272,1329616158962.974660,23.2000007629395,20,12.4384136199951,6.1399998664856,40
273,1329616159262.996520,23.1000003814697,20,12.4458246231079,6.78000020980835,40
274,1329616159562.966840,23.1000003814697,20,12.3734331130981,7.40000009536743,40
275,1329616159862.964680,23.1000003814697,20,12.5478115081787,7.40000009536743,40
276,1329616160163.254400,23,20,12.5559558868408,6.78999996185303,40
277,1329616160462.941620,23,20,12.488826751709,6.15999984741211,40
278,1329616160762.941620,23,20,12.5989866256714,6.13000011444092,40
279,1329616161062.984540,23,20,12.6513347625732,6.84999990463257,40
280,1329616161362.949480,23,20,12.6793336868286,7.53000020980835,40
281,1329616161662.937960,23,20,12.6970844268799,7.61999988555908,40
282,1329616161962.931000,23,20,12.7105150222778,7.07000017166138,40
283,1329616162262.937720,23.1000003814697,20,12.722131729126,6.40999984741211,40
284,1329616162563.263080,23.1000003814697,20,12.8758659362793,6.09999990463257,40
285,1329616162862.985920,23.1000003814697,20,12.8856744766235,6.76000022888184,40
286,1329616163163.280280,23.1000003814697,20,12.8297214508057,7.63000011444092,40
287,1329616163463.259460,23.1000003814697,20,12.8123197555542,7.82999992370605,40
288,1329616163763.264180,23.1000003814697,20,12.8111524581909,7.23000001907349,40
289,1329616164063.253380,23.1000003814697,20,12.8168153762817,6.42999982833862,40
290,1329616164363.326780,23.1000003814697,20,12.8253536224365,6.13000011444092,40
291,1329616164663.311060,23.2000007629395,20,12.8351106643677,6.76000022888184,40
292,1329616164963.306520,23.2000007629395,20,12.988260269165,7.59000015258789,40
293,1329616165263.265580,23.2000007629395,20,12.9980239868164,7.82000017166138,40
294,1329616165563.332700,23.2000007629395,20,12.94225025177,7.3899998664856,40
295,1329616165862.969880,23.2000007629395,20,12.925121307373,6.69999980926514,40
296,1329616166162.977320,23.2000007629395,20,12.9242610931396,6.26000022888184,40
297,1329616166463.273240,23.2000007629395,20,12.9302568435669,6.61999988555908,40
298,1329616166763.250980,23.1000003814697,20,12.9391403198242,7.30999994277954,40
299,1329616167063.001840,23.1000003814697,20,12.8063440322876,7.78000020980835,40
300,1329616167363.286940,23.1000003814697,20,12.8176765441895,7.53000020980835,40
301,1329616167662.988520,23.1000003814697,20,12.8948440551758,6.78999996185303,40
302,1329616167963.269140,23.1000003814697,20,12.9334955215454,6.15000009536743,40
303,1329616168262.980900,23.1000003814697,20,12.9559240341187,6.51000022888184,40
304,1329616168562.992420,23.1000003814697,20,12.9715299606323,7.30000019073486,40
305,1329616168862.983960,23,20,12.9842596054077,7.84000015258789,40
306,1329616169163.258140,23,20,12.8528890609741,7.6100001335144,40
307,1329616169463.256800,23,20,12.8646211624146,6.92999982833862,40
308,1329616169762.988440,23,20,12.9417543411255,6.26000022888184,40
309,1329616170062.984640,23,20,12.9801940917969,6.38000011444092,40
310,1329616170362.981980,23,20,13.0023374557495,7.23000001907349,40
311,1329616170662.976300,23,20,13.0176258087158,7.86999988555908,40
312,1329616170963.259320,23,20,13.0300178527832,7.71000003814697,40
313,1329616171262.983720,23,20,13.0411968231201,7.07000017166138,40
314,1329616171563.001580,23,20,13.0518608093262,6.32999992370605,40
315,1329616171863.245200,23,20,13.0623111724854,6.40999984741211,40
316,1329616172163.253340,23,20,13.0726728439331,7.19000005722046,40
317,1329616172463.258120,23,20,13.0829906463623,7.84999990463257,40
318,1329616172762.987580,23,20,13.0932989120483,7.82000017166138,40
319,1329616173063.249500,23,20,13.1035938262939,7.1100001335144,40
320,1329616173363.001380,23,20,13.1138877868652,6.3600001335144,40
321,1329616173662.996060,23,20,13.1241846084595,6.44999980926514,40
322,1329616173963.290720,22.8999996185303,20,13.1344776153564,7.19999980926514,40
323,1329616174263.329200,22.8999996185303,20,12.9304418563843,7.78999996185303,40
324,1329616174562.997100,22.7999992370605,20,13.0489854812622,7.55999994277954,40
325,1329616174862.997900,22.7999992370605,20,12.9617824554443,6.90000009536743,40
326,1329616175163.281660,22.7999992370605,20,12.9917049407959,6.34000015258789,40
327,1329616175462.995660,22.7000007629395,20,13.0761070251465,6.44000005722046,40
328,1329616175763.316560,22.7000007629395,20,12.9028940200806,7.07000017166138,40
329,1329616176062.981240,22.7000007629395,20,13.0340070724487,7.55999994277954,40
330,1329616176363.257900,22.7000007629395,20,13.0945806503296,7.55999994277954,40
331,1329616176662.998840,22.7000007629395,20,13.1254549026489,7.3899998664856,40
332,1329616176963.258220,22.7000007629395,20,13.1438140869141,7.30999994277954,40
333,1329616177262.975800,22.7000007629395,20,13.1569089889526,7.21999979019165,40
334,1329616177563.267880,22.7000007629395,20,13.1677885055542,7.26999998092651,40
335,1329616177862.993820,22.7000007629395,20,13.1777315139771,7.46999979019165,40
336,1329616178163.266620,22.7000007629395,20,13.1872806549072,7.65999984741211,40
337,1329616178463.316860,22.7000007629395,20,13.1966638565063,7.69000005722046,40
338,1329616178762.985980,22.7000007629395,20,13.2059803009033,7.38000011444092,40
339,1329616179063.272160,22.7000007629395,20,13.2152662277222,7.05000019073486,40
340,1329616179363.000380,22.7000007629395,20,13.2245378494263,6.92000007629395,40
341,1329616179662.980080,22.7000007629395,20,13.2338037490845,7.09999990463257,40
342,1329616179963.316560,22.6000003814697,20,13.1716213226318,7.48999977111816,40
343,1329616180262.980000,22.6000003814697,20,13.0740900039673,7.84000015258789,40
344,1329616180563.270120,22.6000003814697,20,13.1706466674805,7.71999979019165,40
345,1329616180863.214140,22.5,20,13.2164735794067,7.21000003814697,40
346,1329616181163.254100,22.5,20,13.0266084671021,6.73999977111816,40
347,1329616181463.216420,22.5,20,13.1503229141235,6.67000007629395,40
348,1329616181763.222220,22.3999996185303,20,13.2073850631714,7.03999996185303,40
349,1329616182063.231140,22.3999996185303,20,13.0934944152832,7.6100001335144,40
350,1329616182362.987640,22.2999992370605,20,13.0399494171143,7.98000001907349,40
351,1329616182663.220660,22.2999992370605,20,13.0116815567017,7.65000009536743,40
352,1329616182963.224080,22.2000007629395,20,13.0653848648071,6.88000011444092,40
353,1329616183263.255300,22.2000007629395,20,13.0158424377441,6.36999988555908,40
354,1329616183563.232620,22.2000007629395,20,13.1318197250366,6.88000011444092,40
355,1329616183862.995300,22.1000003814697,20,13.1850242614746,7.65999984741211,40
356,1329616184163.256280,22.1000003814697,20,13.0689058303833,8.10999965667725,40
357,1329616184463.307100,22.1000003814697,20,13.085280418396,7.69999980926514,40
358,1329616184763.001880,22.1000003814697,20,13.162579536438,6.90999984741211,40
359,1329616185063.268800,22.1000003814697,20,13.1992988586426,6.34000015258789,40
